match_type,batsman,matches,innings,runs,balls_faced,fours,sixes,dismissals,strike_rate
odi,AN Petersen,18,2,498,610,53,3,17,81.63934426229508
odi,AO Suji,6,2,42,93,4,0,5,45.16129032258064
odi,AP Devcich,11,2,195,262,25,0,11,74.42748091603053
odi,APC Kilowan,1,1,21,17,1,1,1,123.52941176470588
odi,APS Lakshika,1,1,0,4,0,0,1,0.0
odi,AR Adams,12,2,165,154,11,10,10,107.14285714285714
odi,AR Berenger,6,2,53,115,7,0,6,46.08695652173913
odi,AR Bisht,2,1,15,26,1,0,1,57.692307692307686
odi,AR Caddick,10,2,64,118,3,1,3,54.23728813559322
odi,AR Cusack,23,2,264,422,23,2,14,62.55924170616114
odi,AR McBrine,47,2,812,1110,82,14,35,73.15315315315316
odi,AR Nurse,35,2,454,464,40,12,25,97.84482758620689
odi,AR Odedara,5,2,137,325,12,2,4,42.15384615384615
odi,AR Patel,47,2,783,887,45,31,37,88.2750845546787
odi,AR Pitcher,1,1,30,55,2,1,1,54.54545454545454
odi,AR White,23,2,301,498,23,0,23,60.44176706827309
odi,ARI Umeed,4,2,138,139,18,3,3,99.28057553956835
odi,AS Hansra,14,2,295,538,20,6,13,54.832713754646846
odi,AS Joseph,43,2,420,594,30,19,27,70.70707070707071
odi,AS Luseno,2,1,0,3,0,0,1,0.0
odi,AS Tanke,2,1,41,89,5,0,3,46.06741573033708
odi,AS van Beuge,7,2,68,196,3,0,6,34.69387755102041
odi,ASS Fletcher,41,2,296,455,29,0,30,65.05494505494505
odi,AT Carey,72,2,2149,2417,204,24,62,88.91187422424494
odi,AT Nidamanuru,33,2,795,870,53,29,30,91.37931034482759
odi,AT Rayudu,49,2,1637,2143,141,26,34,76.38824078394774
odi,AU Rashid,75,2,916,984,91,13,46,93.08943089430895
odi,AV Lalcheta,2,1,18,49,1,0,2,36.734693877551024
odi,AY Karim,2,2,0,2,0,0,0,0.0
odi,Aaditya Varadarajan,3,2,36,66,1,0,3,54.54545454545454
odi,Aamer Jamal,2,2,5,9,1,0,0,55.55555555555556
odi,Aamer Yamin,3,2,95,101,8,5,1,94.05940594059405
odi,Aamir Kaleem,13,2,160,271,21,3,13,59.040590405904055
odi,Aarif Sheikh,44,2,1032,1648,71,6,39,62.62135922330098
odi,Aaron Jones,51,2,1620,2287,114,32,49,70.83515522518583
odi,Aasif Sheikh,53,2,1423,1943,167,14,50,73.23726196603191
odi,Aayan Afzal Khan,34,2,595,829,55,13,28,71.77322074788903
odi,Abdul Jabbar,2,1,59,86,9,1,2,68.6046511627907
odi,Abdul Razzaq,100,2,2327,2689,174,67,74,86.53774637411678
odi,Abdul Shakoor,2,2,34,66,2,1,2,51.515151515151516
odi,Abdullah Shafique,23,2,624,813,57,16,21,76.75276752767527
odi,Abdur Razzak,79,2,644,880,47,17,52,73.18181818181819
odi,Abdur Rehman,22,2,132,234,10,1,15,56.41025641025641
odi,Abid Ali,6,2,234,257,29,0,6,91.05058365758755
odi,Abrar Ahmed,3,2,28,19,5,0,0,147.36842105263156
odi,Abul Hasan,3,1,11,16,1,0,3,68.75
odi,Adeel Raja,5,2,13,76,1,0,1,17.105263157894736
odi,Adnan Akmal,4,1,62,92,3,0,2,67.3913043478261
odi,Adnan Mufti,15,2,328,413,27,1,11,79.41888619854721
odi,Afif Hossain,24,2,548,631,52,9,23,86.84627575277337
odi,Aftab Ahmed,55,2,1061,1451,116,22,53,73.12198483804274
odi,Afzaal Haider,1,1,0,10,0,0,1,0.0
odi,Agha Salman,28,2,995,1013,86,21,23,98.22309970384995
odi,Ahmed Raza,36,2,391,645,28,8,30,60.62015503875969
odi,Ahmed Shehzad,80,2,2555,3623,262,18,80,70.52166712669059
odi,Ahsan Malik,2,2,4,12,0,0,0,33.33333333333333
odi,Aijaz Ali,2,2,5,11,1,0,2,45.45454545454545
odi,Aiman Anwer,5,2,15,20,1,0,4,75.0
odi,Aizaz Cheema,6,2,26,45,2,0,1,57.77777777777777
odi,Aizaz Khan,10,2,143,216,12,5,9,66.20370370370371
odi,Akeem Jordan,1,1,3,6,0,0,0,50.0
odi,Akhil Kumar,2,2,2,11,0,0,1,18.181818181818183
odi,Akif Javed,3,1,10,14,2,0,2,71.42857142857143
odi,Akram Khan,2,2,57,102,3,0,2,55.88235294117647
odi,Akshay Homraj,8,2,159,230,9,4,8,69.1304347826087
odi,Al Sahariar,6,2,44,102,5,1,6,43.13725490196079
odi,Al-Amin Hossain,6,2,4,20,0,0,2,20.0
odi,Alawi Shukri,1,1,1,3,0,0,1,33.33333333333333
odi,Ali Khan,9,2,20,35,1,0,6,57.14285714285714
odi,Ali Naseer,17,2,396,399,34,18,15,99.24812030075188
odi,Aliya Riaz,59,3,1406,2160,127,20,52,65.0925925925926
odi,Alok Kapali,37,2,613,910,51,8,39,67.36263736263737
odi,Aman Ali,1,1,0,2,0,0,1,0.0
odi,Amir Hayat,5,2,31,74,1,1,3,41.891891891891895
odi,Amjad Ali,10,2,249,387,33,0,10,64.34108527131784
odi,Amjad Javed,12,2,238,267,27,9,11,89.13857677902621
odi,Anam Amin,11,2,28,105,1,0,6,26.666666666666668
odi,Anamul Haque,44,2,1322,1785,132,27,46,74.06162464985995
odi,Anjum Chopra,1,1,0,8,0,0,1,0.0
odi,Ankur Sharma,1,1,16,31,1,0,1,51.61290322580645
odi,Anop Santosh,1,1,2,9,0,0,1,22.22222222222222
odi,Ansh Tandon,1,1,10,18,1,0,1,55.55555555555556
odi,Anshuman Rath,12,2,393,539,36,3,12,72.91280148423006
odi,Anwar Ali,15,2,300,339,27,7,12,88.49557522123894
odi,Aqib Ilyas,29,2,1191,1648,113,12,29,72.26941747572816
odi,Arafat Sunny,10,2,48,94,5,0,4,51.06382978723404
odi,Arshad Ali,2,1,47,90,5,0,2,52.22222222222223
odi,Arshad Khan,2,1,14,17,1,0,0,82.35294117647058
odi,Arshdeep Singh,6,2,39,36,1,3,4,108.33333333333333
odi,Aryan Lakra,16,2,387,681,35,4,16,56.82819383259912
odi,Asad Ali,2,2,13,16,0,1,2,81.25
odi,Asad Shafiq,56,2,1312,1986,102,5,50,66.06243705941591
odi,Ashfaq Ahmed,15,2,343,395,38,9,15,86.83544303797468
odi,Asif Ali,15,2,375,317,22,20,15,118.29652996845425
odi,Asif Iqbal (1),1,1,8,8,2,0,1,100.0
odi,Asif Khan,37,2,1270,1606,103,42,33,79.07845579078456
odi,Asmavia Iqbal,22,2,225,430,23,0,17,52.32558139534884
odi,Avesh Khan,4,2,23,30,2,1,3,76.66666666666667
odi,Ayan Khan,35,2,948,1294,87,15,35,73.2612055641422
odi,Ayasha Rahman,3,1,122,209,13,0,2,58.3732057416268
odi,Ayesha Naseem,4,2,33,40,2,2,4,82.5
odi,Ayesha Zafar,27,2,407,764,55,0,26,53.27225130890052
odi,Azhar Ali,52,2,1806,2478,164,14,47,72.88135593220339
odi,Azhar Mahmood,9,2,126,164,9,4,6,76.82926829268293
odi,B Bezuidenhout,13,2,266,370,26,0,13,71.89189189189189
odi,B Bhandari,13,2,265,443,24,3,12,59.81941309255079
odi,B Biza,7,2,189,321,15,0,6,58.87850467289719
odi,B Cooper,18,2,339,581,35,4,17,58.34767641996558
odi,B Evans,13,2,121,154,9,2,10,78.57142857142857
odi,B Fernando,3,1,26,37,4,0,3,70.27027027027027
odi,B Geeves,1,1,10,11,1,0,0,90.9090909090909
odi,B Kumar,53,2,552,768,46,8,36,71.875
odi,B Laughlin,1,1,1,9,0,0,0,11.11111111111111
odi,B Lee,76,2,865,1087,51,24,49,79.57681692732291
odi,B Leephatthana,3,2,30,66,4,0,3,45.45454545454545
odi,B Mavuta,10,2,92,108,10,1,8,85.18518518518519
odi,B Muzarabani,31,2,114,213,9,3,22,53.52112676056338
odi,B Regmi,2,2,12,30,2,0,2,40.0
odi,B Sai Sudharsan,3,2,127,144,17,1,2,88.19444444444444
odi,B Sharki,25,2,703,1081,67,6,23,65.03237742830711
odi,B Shikongo,13,2,18,59,0,0,3,30.508474576271187
odi,B Siddharth,3,2,7,14,0,0,2,50.0
odi,B Stanlake,5,2,4,28,0,0,3,14.285714285714285
odi,B Tau,8,2,123,235,13,0,8,52.34042553191489
odi,B Ward,4,2,69,106,7,2,3,65.09433962264151
odi,B Zuiderent,16,2,178,368,15,2,15,48.369565217391305
odi,B de Leede,13,2,289,435,32,1,13,66.4367816091954
odi,BA Carse,16,2,215,283,14,5,11,75.97173144876325
odi,BA King,50,2,1403,1704,170,28,48,82.33568075117371
odi,BA Langston,1,1,21,22,2,0,0,95.45454545454545
odi,BA Murphy,2,2,3,11,0,0,2,27.27272727272727
odi,BA Parchment,6,2,107,198,13,1,6,54.04040404040404
odi,BA Stokes,98,3,3469,3701,283,110,85,93.73142393947582
odi,BA Westdijk,2,1,0,3,0,0,2,0.0
odi,BA Williams,4,2,14,25,0,0,2,56.00000000000001
odi,BAM Heath,4,2,59,61,3,1,4,96.72131147540983
odi,BAW Mendis,39,2,185,267,16,2,22,69.28838951310861
odi,BB Chari,14,2,186,412,12,2,15,45.14563106796117
odi,BB McCullum,186,2,5157,5457,490,172,166,94.50247388675096
odi,BB Seebaran,2,1,4,14,0,0,1,28.57142857142857
odi,BC Fortuin,7,2,58,91,3,1,6,63.73626373626373
odi,BC Lara,67,2,1878,2455,173,40,54,76.49694501018331
odi,BCJ Cutting,2,1,53,67,4,1,2,79.1044776119403
odi,BD Glover,4,2,28,45,4,0,2,62.22222222222222
odi,BDH Stevens,1,1,1,5,0,0,1,20.0
odi,BE Hendricks,4,2,24,45,2,0,2,53.333333333333336
odi,BFW de Leede,44,2,1155,1621,88,23,41,71.25231338679828
odi,BG Lister,3,1,10,14,1,0,1,71.42857142857143
odi,BG Rogers,8,2,287,410,37,1,9,70.0
odi,BJ Bennett,6,2,318,326,39,5,6,97.54601226993866
odi,BJ Curran,3,2,164,216,18,0,2,75.92592592592592
odi,BJ Currie,3,2,14,26,0,0,0,53.84615384615385
odi,BJ Diamanti,1,1,26,23,3,0,0,113.04347826086956
odi,BJ Dwarshuis,2,2,28,40,1,2,2,70.0
odi,BJ Haddin,107,2,3003,3648,283,70,89,82.31907894736842
odi,BJ Hodge,19,2,516,583,43,12,17,88.50771869639794
odi,BJ McCarthy,21,2,169,269,14,2,17,62.825278810408925
odi,BJ McMullen,27,2,1121,1277,108,28,25,87.78386844166015
odi,BJ Patel,10,2,118,253,15,0,9,46.6403162055336
odi,BJ Watling,24,2,573,860,58,3,20,66.62790697674419
odi,BKG Mendis,125,2,3958,4648,406,64,114,85.15490533562823
odi,BL Kotze,4,1,27,52,3,0,3,51.92307692307693
odi,BL Mooney,71,2,2433,2872,253,10,56,84.71448467966573
odi,BM Anusha,1,1,2,6,0,0,0,33.33333333333333
odi,BM Duckett,23,2,1080,1045,125,13,22,103.34928229665073
odi,BM Halliday,36,2,870,1230,82,8,31,70.73170731707317
odi,BM Scholtz,36,2,292,463,22,4,24,63.06695464362851
odi,BM Tickner,6,2,16,28,1,0,2,57.14285714285714
odi,BM Wheeler,4,2,58,47,4,3,0,123.40425531914893
odi,BMAJ Mendis,42,2,593,741,45,12,33,80.02699055330635
odi,BMSM Kumari,22,2,158,335,19,0,17,47.16417910447761
odi,BN Cooper,9,2,148,175,15,4,7,84.57142857142857
odi,BO van Rooi,3,1,26,39,3,0,1,66.66666666666666
odi,BOP Fernando,8,2,148,238,15,3,8,62.18487394957983
odi,BP Kruger,1,1,8,12,1,0,1,66.66666666666666
odi,BP Loots,3,2,15,23,0,2,3,65.21739130434783
odi,BP Nash,2,1,21,21,2,0,1,100.0
odi,BR Dorey,1,1,2,9,0,0,1,22.22222222222222
odi,BR McDermott,5,1,223,280,19,5,5,79.64285714285714
odi,BRM Taylor,160,3,5130,6929,480,66,156,74.03665752633857
odi,BT Foakes,1,1,61,78,3,1,0,78.2051282051282
odi,BTJ Wheal,6,2,47,65,6,0,4,72.3076923076923
odi,BV Sears,2,1,11,18,0,0,0,61.111111111111114
odi,BV Vitori,11,2,63,75,5,4,8,84.0
odi,BW Hilfenhaus,9,2,29,71,2,0,3,40.845070422535215
odi,BYA Mendis,8,2,147,252,21,0,7,58.333333333333336
odi,Babar Azam,122,2,5937,6864,551,64,109,86.49475524475524
odi,Babar Hayat,15,2,539,749,47,16,13,71.96261682242991
odi,Badal Singh,1,1,5,12,0,0,1,41.66666666666667
odi,Basil Hameed,45,2,1051,1458,74,30,45,72.08504801097394
odi,Basir Ahamad,2,1,3,13,0,0,2,23.076923076923077
odi,Batool Fatima,5,2,64,105,6,0,4,60.952380952380956
odi,Bazid Khan,5,2,131,237,7,1,5,55.27426160337553
odi,Bikram Sob,4,2,4,19,0,0,3,21.052631578947366
odi,Bilal Asif,3,1,40,52,6,1,3,76.92307692307693
odi,Bilal Khan,20,2,30,75,1,1,10,40.0
odi,Bilawal Bhatti,7,2,89,77,10,2,6,115.5844155844156
odi,Bismah Maroof,64,3,1938,3063,159,1,57,63.27130264446621
odi,C Abel,6,2,18,59,0,0,4,30.508474576271187
odi,C Bosch,2,2,55,53,6,1,0,103.77358490566037
odi,C Brits,7,2,292,421,19,0,8,69.35866983372921
odi,C Campher,30,2,963,1212,97,13,28,79.45544554455446
odi,C Carmichael,2,2,64,83,7,1,2,77.10843373493977
odi,C Carter,8,2,111,176,16,0,8,63.06818181818182
odi,C Cassell,1,1,4,5,0,0,1,80.0
odi,C Chatonzwa,4,2,39,113,3,0,5,34.51327433628318
odi,C Connolly,3,2,10,46,0,0,3,21.73913043478261
odi,C Floyd,4,2,12,19,2,0,3,63.1578947368421
odi,C Green,24,2,626,770,55,12,15,81.2987012987013
odi,C Hemraj,6,2,82,101,13,2,6,81.1881188118812
odi,C Jonker,2,2,31,34,5,1,2,91.17647058823529
odi,C Karunaratne,24,2,451,589,32,8,22,76.5704584040747
odi,C Kieswetter,38,2,985,1130,98,30,34,87.16814159292035
odi,C Madande,12,2,251,353,25,0,12,71.10481586402267
odi,C McAuslan,2,2,35,74,4,0,2,47.2972972972973
odi,C Munro,52,2,1249,1207,134,36,49,103.47970173985087
odi,C Murray,17,2,88,183,8,0,10,48.08743169398907
odi,C Overton,5,2,68,79,4,1,3,86.07594936708861
odi,C Prasad,1,1,6,24,0,0,1,25.0
odi,C Prathyusha,1,1,2,3,0,0,0,66.66666666666666
odi,C Raack,1,1,1,1,0,0,0,100.0
odi,C Sakariya,1,1,0,1,0,0,0,0.0
odi,C Sutthiruang,12,2,155,250,21,1,12,62.0
odi,C Tear,13,2,295,449,26,5,10,65.70155902004454
odi,C Viljoen,2,1,19,23,2,0,1,82.6086956521739
odi,C White,4,2,79,84,6,0,3,94.04761904761905
odi,C Wickramasinghe,3,2,58,106,4,1,2,54.71698113207547
odi,C Zhuwao,8,2,154,137,18,9,8,112.40875912408758
odi,C de Grandhomme,35,2,742,714,59,29,27,103.921568627451
odi,C de Lange,12,2,103,226,9,0,9,45.57522123893805
odi,CA Henry,43,2,708,818,66,16,39,86.55256723716381
odi,CA Ingram,28,2,761,935,75,9,27,81.3903743315508
odi,CA Lynn,4,2,75,92,6,3,4,81.52173913043478
odi,CA Pujara,5,2,51,136,4,0,5,37.5
odi,CA Reid,2,2,8,18,1,0,2,44.44444444444444
odi,CA Soper,47,2,653,1179,30,7,32,55.38592027141645
odi,CA Young,23,2,149,175,12,5,10,85.14285714285714
odi,CAH Stevenson,16,2,141,216,12,1,12,65.27777777777779
odi,CAK Rajitha,15,2,104,178,12,1,9,58.42696629213483
odi,CAK Walton,8,2,53,88,7,0,8,60.22727272727273
odi,CB Lambert,1,1,39,86,4,1,1,45.348837209302324
odi,CB Mpofu,30,2,40,170,0,0,13,23.52941176470588
odi,CB Sole,13,2,67,84,8,0,8,79.76190476190477
odi,CB Wishart,15,2,361,496,40,4,14,72.78225806451613
odi,CBRLS Kumara,17,2,58,137,8,1,11,42.33576642335766
odi,CC Dalton,1,1,18,27,3,0,1,66.66666666666666
odi,CD Collymore,14,2,39,71,1,2,8,54.929577464788736
odi,CD Cumming,6,2,42,101,5,0,5,41.584158415841586
odi,CD McMillan,46,2,1129,1393,93,32,39,81.04809763101221
odi,CD Wallace,25,2,515,598,42,9,25,86.12040133779264
odi,CD de Lange,5,1,65,94,6,0,1,69.14893617021278
odi,CE Coulter Reilly,8,2,166,260,20,0,7,63.84615384615384
odi,CE Dean,26,2,364,551,29,0,19,66.0617059891107
odi,CE McConchie,5,2,126,133,11,3,4,94.73684210526315
odi,CG Williams,16,2,427,550,38,8,13,77.63636363636364
odi,CH Gayle,198,2,6433,7434,670,254,187,86.53483992467044
odi,CH Morris,27,2,467,474,36,15,21,98.52320675105484
odi,CH van Koolwijk,3,1,25,66,3,0,3,37.878787878787875
odi,CJ Anderson,43,2,1102,1044,85,55,40,105.55555555555556
odi,CJ Bowes,6,2,99,121,15,0,6,81.81818181818183
odi,CJ Chibhabha,87,2,1987,3130,205,12,84,63.48242811501598
odi,CJ Dala,2,1,8,6,1,0,1,133.33333333333331
odi,CJ Ferguson,25,2,663,795,64,0,15,83.39622641509435
odi,CJ Jordan,23,2,184,218,12,5,16,84.40366972477065
odi,CJ McKay,29,2,190,343,15,2,20,55.39358600583091
odi,CJ Metcalfe,6,2,21,54,3,0,3,38.88888888888889
odi,CJ Nevin,7,2,83,151,10,0,7,54.966887417218544
odi,CJ Smith,5,2,27,48,2,2,5,56.25
odi,CJA Amini,45,2,952,1545,78,4,44,61.61812297734628
odi,CJO Smith,9,2,157,240,23,0,10,65.41666666666667
odi,CK Coventry,24,2,645,737,48,26,22,87.51696065128901
odi,CK Holder,1,1,0,3,0,0,0,0.0
odi,CK Hooper,2,1,4,3,1,0,2,133.33333333333331
odi,CK Kapugedera,76,2,1505,2157,100,28,68,69.77283263792305
odi,CK Kruger,2,1,3,21,0,0,2,14.285714285714285
odi,CK Langeveldt,17,2,70,120,8,0,10,58.333333333333336
odi,CK Tshuma,1,1,0,1,0,0,1,0.0
odi,CKB Kulasekara,3,2,38,73,0,0,3,52.054794520547944
odi,CL Cairns,30,2,790,894,59,28,25,88.36689038031321
odi,CL Hooper,5,2,93,118,3,1,4,78.8135593220339
odi,CL Tryon,62,3,1634,1506,150,62,52,108.49933598937582
odi,CL White,75,2,2053,2583,145,44,60,79.4812233836624
odi,CM Beggs,1,1,1,16,0,0,0,6.25
odi,CM Edwards,26,2,1054,1464,137,0,24,71.99453551912568
odi,CM McBride,18,2,395,567,50,2,17,69.66490299823633
odi,CM Wright,6,2,81,145,4,1,5,55.86206896551724
odi,CMA Shillington,9,2,179,199,27,2,7,89.9497487437186
odi,CMG Atkins,2,1,117,211,13,0,0,55.45023696682464
odi,CMW Read,14,2,156,221,12,1,12,70.58823529411765
odi,CN Ackermann,15,2,380,517,38,2,15,73.5009671179884
odi,CN Greaves,21,2,353,408,31,8,16,86.51960784313727
odi,CN Nation,45,3,831,1526,84,3,39,54.45609436435125
odi,CNIM Joyce,9,2,228,493,29,0,9,46.24746450304259
odi,CO Browne,8,2,144,171,14,2,6,84.21052631578947
odi,CO Obuya,32,2,737,1040,58,15,29,70.86538461538461
odi,CP Jack,1,1,17,26,3,0,1,65.38461538461539
odi,CP Rizwan,38,2,901,1573,64,2,34,57.27908455181182
odi,CP Tremain,3,2,23,39,2,1,1,58.97435897435898
odi,CR Brathwaite,34,2,527,613,34,22,29,85.97063621533442
odi,CR Ervine,95,2,2909,3763,287,37,82,77.30534148285942
odi,CR Foggo,1,1,6,5,0,0,1,120.0
odi,CR Pagydyala,3,1,206,307,20,0,1,67.10097719869707
odi,CR Seneviratna,9,2,133,277,11,0,8,48.014440433213
odi,CR Woakes,84,2,1514,1714,118,21,60,88.3313885647608
odi,CRD Fernando,33,2,170,253,17,2,18,67.19367588932806
odi,CS Baugh,27,2,382,563,30,4,20,67.85079928952042
odi,CS Fraser,10,2,65,144,5,1,8,45.13888888888889
odi,CS MacLeod,61,2,2015,2570,207,26,60,78.40466926070039
odi,CS Martin,1,1,2,3,0,0,0,66.66666666666666
odi,CS Mugeri-Tiripano,12,2,341,445,50,0,11,76.62921348314606
odi,CS Terblanche,2,1,38,65,1,0,1,58.46153846153847
odi,CT Dhururu,10,2,143,331,14,0,9,43.202416918429
odi,CT Mumba,6,2,32,56,1,1,4,57.14285714285714
odi,CT Mutombodzi,9,2,122,149,12,2,9,81.87919463087249
odi,CT Tremlett,11,2,50,91,2,2,8,54.94505494505495
odi,CW Perchard,3,2,31,35,1,2,0,88.57142857142857
odi,CZ Harris,18,2,203,402,15,0,14,50.49751243781094
odi,Chirag Suri,36,2,924,1472,95,13,35,62.77173913043478
odi,D Bau,8,2,130,222,10,1,6,58.55855855855856
odi,D Birrell,1,1,0,1,0,0,1,0.0
odi,D Bishoo,24,2,164,265,17,1,15,61.886792452830186
odi,D Brown,1,1,4,10,0,0,0,40.0
odi,D Cleaver,1,1,32,37,3,0,1,86.48648648648648
odi,D Daesrath,1,1,31,59,3,1,1,52.54237288135594
odi,D Devnarain,11,2,145,302,16,0,10,48.01324503311258
odi,D Dhingra,9,2,289,443,36,0,7,65.23702031602708
odi,D Elgar,7,2,104,181,6,0,6,57.4585635359116
odi,D Foxcroft,1,1,0,1,0,0,1,0.0
odi,D Gamage,2,1,3,11,0,0,1,27.27272727272727
odi,D Ganga,7,2,152,302,17,0,7,50.331125827814574
odi,D Gough,13,2,137,198,12,1,7,69.1919191919192
odi,D Hazell,8,2,109,140,8,2,7,77.85714285714286
odi,D Hemalatha,8,1,97,171,7,3,8,56.72514619883041
odi,D Heyliger,17,2,213,225,18,8,16,94.66666666666667
odi,D Joseph,4,1,13,32,1,0,2,40.625
odi,D Keulder,6,1,132,221,11,0,6,59.72850678733032
odi,D Khanal,12,2,329,482,24,6,12,68.25726141078839
odi,D Lakshan,1,1,2,9,0,0,1,22.22222222222222
odi,D Langford-Smith,9,2,79,84,6,2,5,94.04761904761905
odi,D Lohia,3,2,11,26,0,0,1,42.30769230769231
odi,D Madushanka,9,2,36,76,5,0,4,47.368421052631575
odi,D Mohammed,1,1,0,2,0,0,0,0.0
odi,D Mongia,17,2,324,540,24,3,14,60.0
odi,D Murphy,2,2,9,28,0,0,2,32.142857142857146
odi,D Myers,7,2,138,194,17,0,7,71.1340206185567
odi,D Parashar,9,2,169,263,12,4,6,64.25855513307985
odi,D Pretorius,13,2,192,232,14,5,12,82.75862068965517
odi,D Prins,2,1,7,40,0,0,2,17.5
odi,D Ramdin,103,2,2072,2636,153,31,88,78.60394537177542
odi,D Ravu,13,2,128,193,9,4,9,66.32124352331607
odi,D Soraine,2,1,3,10,0,0,2,30.0
odi,D Tucker,6,2,64,88,7,0,3,72.72727272727273
odi,D Vihanga,3,1,21,26,2,1,3,80.76923076923077
odi,D Wiese,14,2,328,375,21,10,12,87.46666666666667
odi,D la Cock,15,2,313,475,38,6,13,65.89473684210526
odi,D van Niekerk,44,3,1238,1751,128,14,33,70.70245573957739
odi,DA Gunawardene,16,2,322,591,30,1,16,54.483925549915405
odi,DA Marillier,10,2,249,355,23,2,10,70.14084507042253
odi,DA Miller,150,2,4573,4510,341,143,107,101.39689578713968
odi,DA Minors,8,2,104,176,10,4,8,59.09090909090909
odi,DA Warner,154,2,6623,6974,701,125,152,94.96702036134212
odi,DAJ Bracewell,14,2,221,279,14,7,11,79.21146953405018
odi,DAS Gunaratne,25,2,575,743,50,6,18,77.38896366083445
odi,DB Kotze,6,1,82,135,3,1,5,60.74074074074074
odi,DB Sharma,80,2,1916,2914,183,13,53,65.75154426904598
odi,DBL Powell,19,2,105,139,4,5,16,75.53956834532374
odi,DC Drakes,2,1,11,18,0,0,2,61.111111111111114
odi,DC Thomas,19,2,238,379,19,2,20,62.796833773087066
odi,DCC Borden,4,2,23,84,2,0,4,27.380952380952383
odi,DD Ebrahim,28,2,555,1050,36,0,29,52.85714285714286
odi,DDP D'Silva,5,2,53,123,8,0,4,43.08943089430895
odi,DE Bernard,12,2,141,225,10,0,10,62.66666666666667
odi,DE Bollinger,7,2,50,54,5,0,4,92.5925925925926
odi,DE Budge,14,2,237,311,17,1,9,76.20578778135048
odi,DEM Carter,10,2,225,336,29,0,11,66.96428571428571
odi,DES Maxwell,3,2,54,45,2,3,1,120.0
odi,DF Watts,8,2,130,240,13,2,8,54.166666666666664
odi,DG Blampied,2,2,7,13,1,0,2,53.84615384615385
odi,DG Brownlie,15,2,361,500,46,1,14,72.2
odi,DI Allan,2,1,18,48,2,0,2,37.5
odi,DI Joyce,3,2,29,61,4,0,3,47.540983606557376
odi,DJ Bravo,127,2,2760,3506,219,53,105,78.72219053051911
odi,DJ Hooda,7,2,153,194,10,1,6,78.8659793814433
odi,DJ Hussey,59,2,1672,1912,122,24,55,87.44769874476988
odi,DJ Malan,29,2,1418,1504,146,32,25,94.28191489361703
odi,DJ Mitchell,46,2,2040,2192,156,56,42,93.06569343065694
odi,DJ Reekers,5,2,38,38,8,0,4,100.0
odi,DJ Willey,45,2,656,702,56,24,30,93.44729344729345
odi,DJ Worrall,1,1,6,4,1,0,0,150.0
odi,DJG Sammy,102,2,1853,1926,144,84,74,96.2097611630322
odi,DJM Short,8,2,211,274,16,1,7,77.00729927007299
odi,DJS Dottin,56,3,1679,2070,199,40,53,81.11111111111111
odi,DK Butler,2,1,16,24,3,0,0,66.66666666666666
odi,DL Blake,1,1,0,2,0,0,1,0.0
odi,DL Chahar,8,2,191,204,16,8,5,93.62745098039215
odi,DL Hemp,11,2,268,398,32,3,9,67.33668341708542
odi,DL Vettori,96,2,1450,1745,118,8,72,83.0945558739255
odi,DLS van Bunge,12,2,293,519,27,5,13,56.45472061657033
odi,DM Braat,2,1,6,31,1,0,2,19.35483870967742
odi,DM Bravo,113,2,3007,4475,246,71,98,67.19553072625698
odi,DM Dupavillon,1,1,17,10,2,1,1,170.0
odi,DM Kimmince,3,2,37,52,3,0,0,71.15384615384616
odi,DM Richards,7,2,179,260,21,3,6,68.84615384615384
odi,DM de Silva,73,2,1710,2234,172,15,67,76.544315129812
odi,DN Wellalage,20,2,315,415,22,8,16,75.90361445783132
odi,DN Wyatt,79,2,1680,1851,171,25,69,90.76175040518638
odi,DNT Zoysa,8,2,36,55,3,0,4,65.45454545454545
odi,DO Leicher,2,2,52,55,4,2,3,94.54545454545455
odi,DO Obuya,23,2,302,583,25,3,20,51.80102915951973
odi,DOD Rikhi,1,1,3,6,0,0,1,50.0
odi,DP Conway,34,2,1411,1663,173,17,31,84.84666265784726
odi,DP Hyatt,9,2,112,189,8,6,7,59.25925925925925
odi,DP Vaidya,7,2,132,207,15,0,7,63.76811594202898
odi,DPMD Jayawardene,263,2,8040,10232,740,52,234,78.57701329163409
odi,DR Brown,4,2,72,115,6,0,4,62.60869565217392
odi,DR Chumney,11,2,219,336,19,6,10,65.17857142857143
odi,DR Flynn,10,2,167,247,19,1,9,67.61133603238866
odi,DR Martyn,73,2,2239,2970,202,8,58,75.3872053872054
odi,DR Mousley,3,2,69,88,5,1,2,78.4090909090909
odi,DR Smith,74,2,1261,1430,120,48,70,88.18181818181819
odi,DR Tuffey,21,2,188,200,13,6,17,94.0
odi,DS Airee,51,2,861,1217,73,11,42,70.74774034511093
odi,DS Bajwa,6,2,74,124,8,1,6,59.67741935483871
odi,DS Kulkarni,2,2,27,31,2,1,0,87.09677419354838
odi,DS Lehmann,20,2,687,870,56,5,17,78.96551724137932
odi,DS Smith,39,2,973,1379,99,9,40,70.55837563451777
odi,DS Weerakkody,3,2,73,67,9,1,3,108.95522388059702
odi,DSK Madushanka,1,1,7,6,1,0,1,116.66666666666667
odi,DT Christian,18,2,273,313,23,3,13,87.22044728434504
odi,DT Hondo,14,2,35,113,4,0,8,30.973451327433626
odi,DT Johnston,29,2,361,473,27,8,20,76.32135306553911
