match_type,batsman,batting_team,runs,balls,dismissals,strike_rate,team2
odi,RM West,Ireland,0,3,1,0.0,Bangladesh
odi,RM van Oosterom,Netherlands,15,38,4,39.473684210526315,Zimbabwe
odi,RML Taylor,Scotland,105,128,8,82.03125,Hong Kong
odi,RMS Eranga,Sri Lanka,34,68,3,50.0,Australia
odi,RMVD Gunaratne,Sri Lanka,567,838,24,67.66109785202865,Australia
odi,RN Bhatia,United Arab Emirates,51,114,7,44.73684210526316,Papua New Guinea
odi,RN Lewis,West Indies,134,128,7,104.6875,England
odi,RN ten Doeschate,Netherlands,594,682,11,87.09677419354838,Zimbabwe
odi,RO Hinds,West Indies,8,19,1,42.10526315789473,England
odi,RO Hurley,West Indies,8,17,2,47.05882352941176,England
odi,RO Hussain,Scotland,10,20,0,50.0,Hong Kong
odi,RP Alexander,United States of America,34,81,2,41.9753086419753,Papua New Guinea
odi,RP Arnold,Sri Lanka,1039,1491,39,69.68477531857815,Australia
odi,RP Burl,Zimbabwe,761,929,30,81.91603875134554,India
odi,RP Lefebvre,Netherlands,43,68,3,63.23529411764706,Zimbabwe
odi,RP Singh,India,103,243,12,42.38683127572017,Pakistan
odi,RP Singh,United States of America,38,77,4,49.35064935064935,Papua New Guinea
odi,RP Yadav,India,57,75,3,76.0,Pakistan
odi,RR Beaton,West Indies,15,54,1,27.77777777777778,England
odi,RR Emrit,West Indies,13,35,1,37.142857142857146,England
odi,RR Hendricks,South Africa,930,1211,35,76.79603633360858,Sri Lanka
odi,RR Joshi,Canada,3,4,1,75.0,United States of America
odi,RR Pant,India,871,846,25,102.95508274231679,Pakistan
odi,RR Patel,Kenya,168,237,6,70.88607594936708,New Zealand
odi,RR Powar,India,156,246,12,63.41463414634146,Pakistan
odi,RR Ramdass,West Indies,1,9,1,11.11111111111111,England
odi,RR Rossouw,South Africa,1239,1341,32,92.39373601789708,Sri Lanka
odi,RR Sarwan,West Indies,3717,5143,96,72.27299241687732,England
odi,RR Watson,Scotland,239,344,7,69.47674418604652,Hong Kong
odi,RS Bopara,England,2689,3520,94,76.39204545454545,Bangladesh
odi,RS Gavaskar,India,93,164,6,56.70731707317073,Pakistan
odi,RS Gayakwad,India,15,48,7,31.25,Pakistan
odi,RS Higgins,Zimbabwe,2,21,2,9.523809523809524,India
odi,RS Kaluwitharana,Sri Lanka,124,180,4,68.88888888888889,Australia
odi,RS Morton,West Indies,1205,1872,37,64.36965811965813,England
odi,RS Vandort,Sri Lanka,10,17,2,58.82352941176471,Australia
odi,RS Williams,West Indies,477,1032,32,46.22093023255814,England
odi,RT Crandon,West Indies,5,9,1,55.55555555555556,England
odi,RT Lyons,Scotland,5,3,0,166.66666666666669,Hong Kong
odi,RT Ponting,Australia,6979,8658,173,80.6075306075306,Pakistan
odi,RTM Mendis,Sri Lanka,50,50,2,100.0,Australia
odi,RV Uthappa,India,934,1070,38,87.28971962616822,Pakistan
odi,RW Chakabva,Zimbabwe,1106,1650,48,67.03030303030303,India
odi,RW Price,Zimbabwe,315,541,34,58.225508317929766,India
odi,RW Sims,Zimbabwe,24,64,1,37.5,India
odi,RW Staple,United States of America,4,13,2,30.76923076923077,Papua New Guinea
odi,RWT Key,England,36,105,4,34.285714285714285,Bangladesh
odi,Rabeya Khan,Bangladesh,71,151,11,47.019867549668874,New Zealand
odi,Rabiya Shah,Pakistan,80,127,5,62.99212598425197,South Africa
odi,Rachel Delaney,Ireland,78,187,9,41.711229946524064,Bangladesh
odi,Rahat Ali,Pakistan,8,37,3,21.62162162162162,South Africa
odi,Rajin Saleh,Bangladesh,515,1059,27,48.63078375826252,New Zealand
odi,Rameen Shamim,Pakistan,34,51,2,66.66666666666666,South Africa
odi,Rameez Shahzad,United Arab Emirates,848,1118,22,75.84973166368515,Papua New Guinea
odi,Raqibul Hasan,Bangladesh,1177,1910,44,61.623036649214654,New Zealand
odi,Rashid Latif,Pakistan,335,408,14,82.1078431372549,South Africa
odi,Rashid Zia,United States of America,9,58,2,15.517241379310345,Papua New Guinea
odi,Ravi Bishnoi,India,4,2,0,200.0,Pakistan
odi,Ravinderpal Singh,Canada,77,107,6,71.96261682242991,United States of America
odi,Raza Hasan,Pakistan,0,3,1,0.0,South Africa
odi,Raza-ur-Rehman,Canada,174,215,3,80.93023255813954,United States of America
odi,Rehan Ahmed,England,35,48,4,72.91666666666666,Bangladesh
odi,Renuka Singh,India,16,41,7,39.02439024390244,Pakistan
odi,Reon King,West Indies,3,10,0,30.0,England
odi,Rishad Hossain,Bangladesh,98,70,4,140.0,New Zealand
odi,Ritu Moni,Bangladesh,443,718,25,61.6991643454039,New Zealand
odi,Rizwan Cheema,Canada,196,167,12,117.36526946107784,United States of America
odi,Robiul Islam,Bangladesh,0,1,0,0.0,New Zealand
odi,Rohan Mustafa,United Arab Emirates,1401,2261,65,61.96373286156568,Papua New Guinea
odi,Rony Talukdar,Bangladesh,4,15,1,26.666666666666668,New Zealand
odi,Rubel Hossain,Bangladesh,112,226,21,49.557522123893804,New Zealand
odi,Rumana Ahmed,Bangladesh,346,683,22,50.658857979502194,New Zealand
odi,Rumman Raees,Pakistan,27,25,3,108.0,South Africa
odi,S Asha,India,8,5,0,160.0,Pakistan
odi,S Badrinath,India,79,173,5,45.664739884393065,Pakistan
odi,S Bau,Papua New Guinea,874,1483,45,58.93459204315577,Ireland
odi,S Bhari,Nepal,22,52,3,42.30769230769231,Oman
odi,S Chanderpaul,West Indies,3804,5605,90,67.86797502230152,England
odi,S Chattergoon,West Indies,281,441,8,63.718820861678005,England
odi,S Chaturongrattana,Thailand,13,36,3,36.11111111111111,Netherlands
odi,S Daniel,Sri Lanka,12,29,1,41.37931034482759,Australia
odi,S Dhakal,Nepal,7,44,0,15.909090909090908,Oman
odi,S Dhamala,Nepal,12,40,1,30.0,Oman
odi,S Dhaniram,Canada,281,316,12,88.92405063291139,United States of America
odi,S Dhawan,India,6733,7524,154,89.4869750132908,Pakistan
odi,S Dube,India,43,49,4,87.75510204081633,Pakistan
odi,S Ecclestone,England,372,537,33,69.27374301675978,Bangladesh
odi,S Forbes,Ireland,272,488,12,55.73770491803278,Bangladesh
odi,S Fouché,Namibia,261,403,10,64.76426799007444,Oman
odi,S Gajnabi,West Indies,138,291,18,47.42268041237113,England
odi,S Glenn,England,65,81,3,80.24691358024691,Bangladesh
odi,S Horley,Scotland,276,356,7,77.52808988764045,Hong Kong
odi,S Immadi,United States of America,4,13,1,30.76923076923077,Papua New Guinea
odi,S Ismail,South Africa,273,551,31,49.546279491833026,Sri Lanka
odi,S Jafta,South Africa,165,301,12,54.81727574750831,Sri Lanka
odi,S Jimmy,Papua New Guinea,118,198,8,59.59595959595959,Ireland
odi,S Jora,Nepal,56,68,5,82.35294117647058,Oman
odi,S Joseph,West Indies,0,1,0,0.0,England
odi,S Jyoti,Canada,19,43,2,44.18604651162791,United States of America
odi,S Kalyan,United Arab Emirates,55,128,4,42.96875,Papua New Guinea
odi,S Kaul,India,1,2,1,50.0,Pakistan
odi,S Khiaoto,Thailand,106,147,5,72.10884353741497,Netherlands
odi,S Lackay,South Africa,0,2,1,0.0,Sri Lanka
odi,S Lamichhane,Nepal,440,500,24,88.0,Oman
odi,S Laomi,Thailand,74,147,9,50.34013605442177,Netherlands
odi,S Loubser,South Africa,43,75,3,57.333333333333336,Sri Lanka
odi,S Luus,South Africa,2141,3263,80,65.61446521605883,Sri Lanka
odi,S MacMahon,Ireland,108,125,8,86.4,Bangladesh
odi,S Mahmood,England,29,51,4,56.86274509803921,Bangladesh
odi,S Mandhana,India,3790,4303,77,88.07808505693701,Pakistan
odi,S Matsikenyeri,Zimbabwe,1309,1968,74,66.51422764227642,India
odi,S Meghana,India,114,111,3,102.7027027027027,Pakistan
odi,S Molineux,Australia,64,77,5,83.11688311688312,Pakistan
odi,S Mostary,Bangladesh,246,425,18,57.88235294117647,New Zealand
odi,S Movva,Canada,374,570,14,65.6140350877193,United States of America
odi,S Mukuddem,Bermuda,90,150,3,60.0,Sri Lanka
odi,S Muthusamy,South Africa,2,3,1,66.66666666666666,Sri Lanka
odi,S Naidu,South Africa,0,2,0,0.0,Sri Lanka
odi,S Naik,India,25,39,3,64.1025641025641,Pakistan
odi,S Nisansala,Sri Lanka,20,30,2,66.66666666666666,Australia
odi,S Nitschke,Australia,81,84,2,96.42857142857143,Pakistan
odi,S Pandey,India,271,313,15,86.5814696485623,Pakistan
odi,S Prasanna,Sri Lanka,421,460,32,91.52173913043478,Australia
odi,S Rana,India,195,236,15,82.62711864406779,Pakistan
odi,S Randiv,Sri Lanka,280,390,14,71.7948717948718,Australia
odi,S Samarawickrama,Sri Lanka,1073,1184,36,90.625,Australia
odi,S Sharma,India,4,10,1,40.0,Pakistan
odi,S Shrivastava,Oman,21,49,2,42.857142857142854,Papua New Guinea
odi,S Siegers,Netherlands,11,19,3,57.89473684210527,Zimbabwe
odi,S Snater,Netherlands,21,13,1,161.53846153846155,Zimbabwe
odi,S Sreesanth,India,44,125,9,35.199999999999996,Pakistan
odi,S Sriharsha,United States of America,200,295,4,67.79661016949152,Papua New Guinea
odi,S Sriram,India,3,5,1,60.0,Pakistan
odi,S Thuraisingam,Canada,26,47,3,55.319148936170215,United States of America
odi,S Tippoch,Thailand,89,226,9,39.38053097345133,Netherlands
odi,S Tyagi,India,1,2,0,50.0,Pakistan
odi,S Verma,India,135,217,13,62.21198156682027,Pakistan
odi,S Vesawkar,Nepal,62,140,2,44.285714285714285,Oman
odi,SA Abbott,Australia,374,397,19,94.20654911838791,Pakistan
odi,SA Campbelle,West Indies,1238,2053,55,60.30199707744763,England
odi,SA Edwards,Netherlands,1765,1972,48,89.50304259634888,Zimbabwe
odi,SA Engelbrecht,Netherlands,327,519,10,63.005780346820806,Zimbabwe
odi,SA Fritz,South Africa,28,52,3,53.84615384615385,Sri Lanka
odi,SA Millanta,Australia,15,19,0,78.94736842105263,Pakistan
odi,SA Wijeratne,Canada,191,275,8,69.45454545454545,United States of America
odi,SA Yadav,India,773,751,32,102.92942743009321,Pakistan
odi,SACA King,West Indies,126,233,9,54.077253218884124,England
odi,SB Bangar,India,8,19,4,42.10526315789473,Pakistan
odi,SB Styris,New Zealand,3184,3970,82,80.2015113350126,Bangladesh
odi,SC Ganguly,Asia XI,120,146,3,82.1917808219178,
odi,SC Ganguly,India,2289,3283,64,69.7228144989339,Pakistan
odi,SC Getkate,Ireland,23,23,1,100.0,Bangladesh
odi,SC Joseph,West Indies,77,153,4,50.326797385620914,England
odi,SC Kuggeleijn,New Zealand,11,6,0,183.33333333333331,Bangladesh
odi,SC Meaker,England,2,18,2,11.11111111111111,Bangladesh
odi,SC Selman,West Indies,136,317,17,42.90220820189275,England
odi,SC Taylor,England,77,73,0,105.47945205479452,Bangladesh
odi,SC Williams,Zimbabwe,4274,4903,116,87.17111972261881,India
odi,SC van Schalkwyk,United States of America,138,236,8,58.47457627118644,Papua New Guinea
odi,SCJ Broad,England,509,692,48,73.55491329479769,Bangladesh
odi,SD Heazlett,Australia,4,11,1,36.36363636363637,Pakistan
odi,SD Hope,West Indies,5218,6614,113,78.89325672815241,England
odi,SD Outerbridge,Bermuda,72,147,9,48.97959183673469,Sri Lanka
odi,SD Udal,England,0,2,1,0.0,Bangladesh
odi,SDNS Karunaratne,Sri Lanka,17,14,2,121.42857142857142,Australia
odi,SE Aley,Australia,15,8,0,187.5,Pakistan
odi,SE Bond,New Zealand,173,271,14,63.837638376383765,Bangladesh
odi,SE Findlay,West Indies,88,140,3,62.857142857142854,England
odi,SE Marsh,Australia,2622,3318,67,79.02350813743219,Pakistan
odi,SE Rutherford,West Indies,497,450,7,110.44444444444443,England
odi,SEA Ruck,New Zealand,7,13,1,53.84615384615385,Bangladesh
odi,SF Burger,Namibia,11,20,2,55.00000000000001,Oman
odi,SF Daley,West Indies,141,240,11,58.75,England
odi,SF Mire,Zimbabwe,729,944,36,77.22457627118644,India
odi,SFM Devine,New Zealand,2796,3194,76,87.53913587977458,Bangladesh
odi,SG Borthwick,England,18,16,2,112.5,Bangladesh
odi,SG Satghare,India,2,3,0,66.66666666666666,Pakistan
odi,SG Whittingham,Scotland,5,15,2,33.33333333333333,Hong Kong
odi,SH Johnson,Australia,12,14,1,85.71428571428571,Pakistan
odi,SHT Kandamby,Sri Lanka,827,1198,25,69.03171953255426,Australia
odi,SI Galagedara,Sri Lanka,0,11,1,0.0,Australia
odi,SI Kamea,Papua New Guinea,18,55,6,32.72727272727273,Ireland
odi,SI Mahmood,England,84,99,9,84.84848484848484,Bangladesh
odi,SIP Fernando,Sri Lanka,15,60,4,25.0,Australia
odi,SIR Dunkley,England,798,1004,32,79.4820717131474,Bangladesh
odi,SJ Andrews,Australia,16,36,1,44.44444444444444,Pakistan
odi,SJ Baard,Namibia,326,567,18,57.49559082892416,Oman
odi,SJ Benn,West Indies,182,242,23,75.20661157024794,England
odi,SJ Bryce,Scotland,298,417,12,71.46282973621103,Hong Kong
odi,SJ Cameron,Scotland,9,13,1,69.23076923076923,Hong Kong
odi,SJ Coyte,Australia,154,233,6,66.09442060085837,Pakistan
odi,SJ Elliott,Australia,8,16,0,50.0,Pakistan
odi,SJ Harmison,England,80,138,10,57.971014492753625,Bangladesh
odi,SJ Massiah,United States of America,23,47,2,48.93617021276596,Papua New Guinea
odi,SJ McGlashan,New Zealand,160,234,9,68.37606837606837,Bangladesh
odi,SJ Modani,United States of America,898,1460,31,61.50684931506849,Papua New Guinea
odi,SJ Myburgh,Netherlands,347,466,12,74.46351931330472,Zimbabwe
odi,SJ Swanepoel,Namibia,43,99,5,43.43434343434344,Oman
odi,SJ Taylor,England,1651,1932,47,85.45548654244305,Bangladesh
odi,SJ Tsukigawa,New Zealand,39,70,1,55.714285714285715,Bangladesh
odi,SK Atai,Papua New Guinea,90,184,9,48.91304347826087,Ireland
odi,SK Dolawatte,Sri Lanka,16,56,2,28.57142857142857,Australia
odi,SK Naidu,India,0,3,1,0.0,Pakistan
odi,SK Patel,United States of America,559,731,14,76.47058823529412,Papua New Guinea
odi,SK Raina,India,5585,6147,154,90.85732877826582,Pakistan
odi,SK Warne,Australia,0,1,1,0.0,Pakistan
odi,SKW Kelly,Bermuda,7,5,0,140.0,Sri Lanka
odi,SL Kalis,Netherlands,106,240,5,44.166666666666664,Zimbabwe
odi,SL Malinga,Sri Lanka,508,701,76,72.46790299572041,Australia
odi,SL Quintyne,West Indies,117,204,6,57.35294117647059,England
odi,SL Stewart,New Zealand,26,59,4,44.06779661016949,Bangladesh
odi,SM Benade,South Africa,100,128,3,78.125,Sri Lanka
odi,SM Boland,Australia,9,22,2,40.909090909090914,Pakistan
odi,SM Curran,England,587,637,24,92.15070643642072,Bangladesh
odi,SM Davies,England,244,239,8,102.09205020920503,Bangladesh
odi,SM Ervine,Zimbabwe,321,350,11,91.71428571428571,India
odi,SM Harwood,Australia,0,4,1,0.0,Pakistan
odi,SM Katich,Australia,1041,1517,27,68.62228081740277,Pakistan
odi,SM Kavanagh,Ireland,126,239,12,52.719665271966534,Bangladesh
odi,SM Mayers,Zimbabwe,162,241,10,67.21991701244814,India
odi,SM Pollock,Africa XI,269,243,4,110.69958847736625,Asia XI
odi,SM Pollock,ICC World XI,23,43,2,53.48837209302325,
odi,SM Pollock,South Africa,1066,1183,42,90.10989010989012,Sri Lanka
odi,SM Sharif,Scotland,497,707,30,70.29702970297029,Hong Kong
odi,SM Sharma,United Arab Emirates,130,138,6,94.20289855072464,Papua New Guinea
odi,SM Warnapura,Sri Lanka,30,64,2,46.875,Australia
odi,SMA Priyanjan,Sri Lanka,420,533,17,78.79924953095684,Australia
odi,SMSM Senanayake,Sri Lanka,290,321,24,90.34267912772586,Australia
odi,SN Netravalkar,United States of America,145,241,15,60.16597510373444,Papua New Guinea
odi,SN Thakur,India,329,321,18,102.49221183800623,Pakistan
odi,SO Dowrich,West Indies,6,8,1,75.0,England
odi,SO Hetmyer,West Indies,1414,1339,45,105.60119492158326,England
odi,SO Ngoche,Kenya,37,45,3,82.22222222222221,New Zealand
odi,SO Tikolo,Africa XI,16,46,3,34.78260869565217,Asia XI
odi,SO Tikolo,Kenya,689,1051,34,65.55661274976214,New Zealand
odi,SP Fleming,New Zealand,2133,3036,62,70.25691699604744,Bangladesh
odi,SP Jones,England,1,2,1,50.0,Bangladesh
odi,SP Khakurel,Nepal,78,166,5,46.98795180722892,Oman
odi,SP Krishnamurthi,United States of America,255,266,10,95.86466165413535,Papua New Guinea
odi,SP Narine,West Indies,363,455,31,79.78021978021978,England
odi,SP Patil,United Arab Emirates,153,295,7,51.864406779661024,Papua New Guinea
odi,SP Terry,Ireland,16,18,2,88.88888888888889,Bangladesh
odi,SP de Alwis,Sri Lanka,28,53,2,52.83018867924528,Australia
odi,SPD Smith,Australia,5668,6653,136,85.19464903051255,Pakistan
odi,SR Clark,Australia,69,90,6,76.66666666666667,Pakistan
odi,SR Hain,England,106,100,2,106.0,Bangladesh
odi,SR Mukkamalla,United States of America,982,1217,27,80.69022185702546,Papua New Guinea
odi,SR Patel,England,482,532,16,90.6015037593985,Bangladesh
odi,SR Patil,India,7,12,1,58.333333333333336,Pakistan
odi,SR Taylor,United States of America,934,1202,36,77.70382695507487,Papua New Guinea
odi,SR Taylor,West Indies,2194,3241,62,67.69515581610615,England
odi,SR Tendulkar,India,6432,7607,133,84.55370053897727,Pakistan
odi,SR Thadani,United States of America,6,13,1,46.15384615384615,Papua New Guinea
odi,SR Thompson,Ireland,178,198,9,89.8989898989899,Bangladesh
odi,SR Waters,Kenya,67,147,7,45.57823129251701,New Zealand
odi,SR Watson,Australia,5357,5949,126,90.04874768868717,Pakistan
odi,SRH Curtis,New Zealand,156,234,6,66.66666666666666,Bangladesh
odi,SS Connell,West Indies,114,229,15,49.78165938864629,England
odi,SS Cottrell,West Indies,88,135,8,65.18518518518519,England
odi,SS Grimmond,West Indies,48,60,5,80.0,England
odi,SS Iyer,India,2820,2905,58,97.07401032702238,Pakistan
odi,SS Kang,United Arab Emirates,25,98,2,25.510204081632654,Papua New Guinea
odi,SS McKechnie,Hong Kong,73,142,6,51.40845070422535,Papua New Guinea
odi,SS Pathirana,Sri Lanka,332,399,13,83.20802005012531,Australia
odi,SS Tiwary,India,49,57,0,85.96491228070175,Pakistan
odi,SS Weerakkody,Sri Lanka,328,521,27,62.95585412667947,Australia
odi,SSB Magala,South Africa,18,25,3,72.0,Sri Lanka
odi,SSD Arachchige,Sri Lanka,89,134,3,66.4179104477612,Australia
odi,SSJ Brooks,West Indies,842,1150,28,73.21739130434783,England
odi,ST Doheny,Ireland,165,275,9,60.0,Bangladesh
odi,ST Finn,England,136,228,18,59.64912280701754,Bangladesh
odi,ST Gabriel,West Indies,22,58,6,37.93103448275862,England
odi,ST Jayasuriya,Asia XI,38,54,3,70.37037037037037,
odi,ST Jayasuriya,Sri Lanka,4364,4724,122,92.37933954276038,Australia
odi,STR Binny,India,230,252,9,91.26984126984127,Pakistan
odi,SV Bahutule,India,11,13,1,84.61538461538461,Pakistan
odi,SV Carlisle,Zimbabwe,110,249,7,44.17670682730924,India
odi,SV Samson,India,510,527,9,96.7741935483871,Pakistan
odi,SW Ambris,West Indies,473,505,12,93.66336633663367,England
odi,SW Bates,New Zealand,3303,4361,91,75.73950928686081,Bangladesh
odi,SW Billings,England,690,768,20,89.84375,Bangladesh
odi,SW Currie,Scotland,10,19,2,52.63157894736842,Hong Kong
odi,SW Masakadza,Zimbabwe,109,112,7,97.32142857142857,India
odi,SW Poynter,Ireland,74,102,6,72.54901960784314,Bangladesh
odi,SW Tait,Australia,25,29,1,86.20689655172413,Pakistan
odi,SZ Thakor,India,46,102,6,45.09803921568628,Pakistan
odi,Saad Ali,Pakistan,11,23,2,47.82608695652174,South Africa
odi,Saad Bin Zafar,Canada,262,365,17,71.78082191780823,United States of America
odi,Saad Nasim,Pakistan,99,125,2,79.2,South Africa
odi,Sabahat Rasheed,Pakistan,2,3,0,66.66666666666666,South Africa
odi,Sabbir Rahman,Bangladesh,1259,1395,47,90.25089605734767,New Zealand
odi,Sabir Ali,United Arab Emirates,12,13,2,92.3076923076923,Papua New Guinea
odi,Sadaf Shamas,Pakistan,262,496,12,52.82258064516129,South Africa
odi,Sadia Iqbal,Pakistan,32,61,8,52.459016393442624,South Africa
odi,Sadia Yousuf,Pakistan,10,98,7,10.204081632653061,South Africa
odi,Saeed Ajmal,Pakistan,323,539,45,59.92578849721707,South Africa
odi,Saeed Anwar,Pakistan,218,318,5,68.55345911949685,South Africa
odi,Sagar Pun,Nepal,3,20,1,15.0,Oman
odi,Saim Ayub,Pakistan,515,504,8,102.18253968253967,South Africa
odi,Sajjida Shah,Pakistan,77,172,2,44.76744186046512,South Africa
odi,Saleem Elahi,Pakistan,199,307,6,64.82084690553745,South Africa
odi,Salma Khatun,Bangladesh,232,460,15,50.43478260869565,New Zealand
odi,Salman Butt,Pakistan,2186,2932,59,74.55661664392906,South Africa
odi,Salman Faris,United Arab Emirates,0,2,1,0.0,Papua New Guinea
odi,Sami Aslam,Pakistan,78,123,4,63.41463414634146,South Africa
odi,Sami Faridi,Canada,16,26,1,61.53846153846154,United States of America
odi,Sana Javed,Pakistan,68,136,3,50.0,South Africa
odi,Sana Mir,Pakistan,714,1380,26,51.73913043478261,South Africa
odi,Sandeep Goud,Oman,535,766,23,69.84334203655352,Papua New Guinea
odi,Sania Khan,Pakistan,4,12,1,33.33333333333333,South Africa
odi,Sanjida Islam,Bangladesh,93,226,7,41.150442477876105,New Zealand
odi,Sanwar Hossain,Bangladesh,115,203,9,56.65024630541872,New Zealand
odi,Saqib Ali,United Arab Emirates,29,53,2,54.71698113207547,Papua New Guinea
odi,Saqib Zulfiqar,Netherlands,158,233,8,67.81115879828327,Zimbabwe
odi,Saqlain Haider,United Arab Emirates,30,40,3,75.0,Papua New Guinea
odi,Saqlain Mushtaq,Pakistan,17,39,1,43.58974358974359,South Africa
odi,Sarfraz Ahmed,Pakistan,2289,2673,70,85.6341189674523,South Africa
odi,Saud Shakeel,Pakistan,374,455,13,82.19780219780219,South Africa
odi,Shabbir Ahmed,Pakistan,6,15,3,40.0,South Africa
odi,Shadab Khan,Pakistan,714,866,29,82.44803695150115,South Africa
odi,Shafali Verma,India,644,813,27,79.21279212792129,Pakistan
odi,Shafiul Islam,Bangladesh,132,242,19,54.54545454545454,New Zealand
odi,Shahadat Hossain,Bangladesh,60,119,6,50.42016806722689,New Zealand
odi,Shahbaz Ahmed,India,0,4,1,0.0,Pakistan
odi,Shaheen Shah Afridi,Pakistan,250,296,20,84.45945945945947,South Africa
odi,Shahid Afridi,Asia XI,13,15,2,86.66666666666667,
odi,Shahid Afridi,ICC World XI,16,8,1,200.0,
odi,Shahid Afridi,Pakistan,3884,2964,164,131.0391363022942,South Africa
odi,Shahid Ahmadzai,Canada,28,44,2,63.63636363636363,United States of America
odi,Shahid Wasif,Hong Kong,60,138,6,43.47826086956522,Papua New Guinea
odi,Shahnawaz Dhani,Pakistan,4,3,0,133.33333333333331,South Africa
odi,Shahriar Hossain,Bangladesh,0,3,1,0.0,New Zealand
odi,Shahriar Nafees,Bangladesh,1216,1817,52,66.92350027517887,New Zealand
odi,Shahzaib Hasan,Pakistan,100,118,3,84.7457627118644,South Africa
odi,Shaila Sharmin,Bangladesh,59,98,5,60.204081632653065,New Zealand
odi,Shaiman Anwar,United Arab Emirates,947,1162,28,81.49741824440619,Papua New Guinea
odi,Shakeel Ahmed,Oman,99,181,6,54.69613259668509,Papua New Guinea
odi,Shakib Al Hasan,Bangladesh,6638,8133,176,81.61809910242222,New Zealand
odi,Shamim Hossain,Bangladesh,22,38,3,57.89473684210527,New Zealand
odi,Shamima Sultana,Bangladesh,304,540,14,56.2962962962963,New Zealand
odi,Shamsur Rahman,Bangladesh,266,357,9,74.50980392156863,New Zealand
odi,Shan Masood,Pakistan,163,242,9,67.35537190082644,South Africa
odi,Shariz Ahmad,Netherlands,159,291,13,54.63917525773196,Zimbabwe
odi,Sharjeel Khan,Pakistan,787,692,24,113.72832369942196,South Africa
odi,Sharmin Akhter,Bangladesh,909,1532,28,59.33420365535248,New Zealand
odi,Sharmin Sultana,Bangladesh,67,198,11,33.83838383838384,New Zealand
odi,Shathira Jakir,Bangladesh,0,2,1,0.0,New Zealand
odi,Shawaal Zulfiqar,Pakistan,15,45,3,33.33333333333333,South Africa
odi,Shayan Jahangir,United States of America,624,687,17,90.82969432314411,Papua New Guinea
odi,Shivam Sharma,Canada,82,120,5,68.33333333333333,United States of America
odi,Shoaib Akhtar,Asia XI,15,13,1,115.38461538461537,
odi,Shoaib Akhtar,ICC World XI,2,3,1,66.66666666666666,
odi,Shoaib Akhtar,Pakistan,200,233,22,85.83690987124464,South Africa
odi,Shoaib Khan,Oman,843,1025,25,82.24390243902438,Papua New Guinea
odi,Shoaib Malik,Pakistan,5981,7309,171,81.83061978382817,South Africa
odi,Shoriful Islam,Bangladesh,91,106,10,85.84905660377359,New Zealand
odi,Shorna Akter,Bangladesh,155,258,11,60.07751937984496,New Zealand
odi,Shubman Gill,India,2775,2863,49,96.9263010827803,Pakistan
odi,Shuvagata Hom,Bangladesh,70,88,2,79.54545454545455,New Zealand
odi,Sidra Ameen,Pakistan,1820,2919,58,62.35011990407674,South Africa
odi,Sidra Nawaz,Pakistan,377,752,38,50.13297872340425,South Africa
odi,Sikandar Raza,Zimbabwe,3511,4084,107,85.96963761018608,India
odi,Simandeep Singh,Hong Kong,0,7,1,0.0,Papua New Guinea
odi,Simi Singh,Ireland,406,517,14,78.52998065764024,Bangladesh
odi,Skhawat Ali,Hong Kong,18,60,3,30.0,Papua New Guinea
odi,Sohag Gazi,Bangladesh,182,207,12,87.92270531400966,New Zealand
odi,Sohaib Maqsood,Pakistan,768,935,23,82.13903743315508,South Africa
odi,Sohail Khan,Pakistan,25,52,5,48.07692307692308,South Africa
odi,Sohail Tanvir,Pakistan,399,468,27,85.25641025641025,South Africa
odi,Sompal Kami,Nepal,621,866,28,71.70900692840647,Oman
odi,Soumya Sarkar,Bangladesh,2044,2150,59,95.06976744186046,New Zealand
odi,Steven Ryan Taylor,United States of America,205,318,12,64.46540880503144,Papua New Guinea
odi,Subashis Roy,Bangladesh,1,9,0,11.11111111111111,New Zealand
odi,Sufiyan Muqeem,Pakistan,15,17,1,88.23529411764706,South Africa
odi,Sufyan Mehmood,Oman,107,141,6,75.88652482269504,Papua New Guinea
odi,Suhrawadi Shuvo,Bangladesh,98,138,8,71.01449275362319,New Zealand
odi,Sultan Ahmed (2),United Arab Emirates,18,44,2,40.909090909090914,Papua New Guinea
odi,Sultana Khatun,Bangladesh,40,90,8,44.44444444444444,New Zealand
odi,Sultana Yesmin,Bangladesh,0,1,1,0.0,New Zealand
odi,Sumaiya Akter,Bangladesh,0,4,1,0.0,New Zealand
odi,Sumaiya Siddiqi,Pakistan,27,32,3,84.375,South Africa
odi,Sunzamul Islam,Bangladesh,19,25,1,76.0,New Zealand
odi,Suraiya Azmin,Bangladesh,0,2,1,0.0,New Zealand
odi,Suraj Kumar,Oman,392,524,13,74.80916030534351,Papua New Guinea
odi,Surya Tamang,Nepal,10,33,0,30.303030303030305,Oman
odi,Syed Rasel,Bangladesh,76,168,13,45.23809523809524,New Zealand
odi,Syeda Aroob Shah,Pakistan,0,1,0,0.0,South Africa
odi,T Banton,England,172,186,6,92.47311827956989,Bangladesh
odi,T Bavuma,South Africa,1706,1970,39,86.59898477157361,Sri Lanka
odi,T Bhatia,India,138,205,8,67.31707317073172,Pakistan
odi,T Brits,South Africa,973,1349,34,72.1275018532246,Sri Lanka
odi,T Chetty,South Africa,1414,2064,50,68.5077519379845,Sri Lanka
odi,T Duffin,Zimbabwe,224,492,9,45.52845528455284,India
