match_type,bowler,matches,balls_bowled,runs_conceded,wickets,maidens,overs,economy
odi,Ahsan Malik,5,207,197,9,0,34.5,5.7101449275362315
odi,Aiman Anwer,8,275,189,4,0,45.833333333333336,4.123636363636363
odi,Aizaz Cheema,14,673,609,24,0,112.16666666666667,5.429420505200594
odi,Aizaz Khan,13,507,481,15,0,84.5,5.6923076923076925
odi,Akeem Jordan,2,70,57,1,0,11.666666666666666,4.885714285714286
odi,Akhil Kumar,3,106,84,4,0,17.666666666666668,4.754716981132075
odi,Akif Javed,3,184,177,7,0,30.666666666666668,5.771739130434782
odi,Akif Raja,5,234,175,4,0,39.0,4.487179487179487
odi,Al-Amin Hossain,15,681,621,25,0,113.5,5.47136563876652
odi,Ali Khan,15,717,550,35,0,119.5,4.602510460251046
odi,Ali Naseer,17,701,667,23,0,116.83333333333333,5.708987161198288
odi,Aliya Riaz,33,894,806,13,0,149.0,5.409395973154362
odi,Alok Kapali,25,744,648,18,0,124.0,5.225806451612903
odi,Aman Ali,1,14,22,0,0,2.3333333333333335,9.428571428571429
odi,Amir Hayat,9,468,392,13,0,78.0,5.0256410256410255
odi,Amjad Javed,13,526,522,7,0,87.66666666666667,5.9543726235741445
odi,Ammar Khalid,4,203,152,6,0,33.833333333333336,4.4926108374384235
odi,Anam Amin,23,1139,730,32,0,189.83333333333334,3.845478489903424
odi,Ansh Patel,2,88,87,3,0,14.666666666666666,5.931818181818182
odi,Anshuman Rath,5,260,110,13,0,43.333333333333336,2.5384615384615383
odi,Anwar Ali,21,917,930,20,0,152.83333333333334,6.085059978189749
odi,Aqib Ilyas,27,907,719,24,0,151.16666666666666,4.756339581036384
odi,Arafat Sunny,15,776,580,27,0,129.33333333333334,4.484536082474227
odi,Ariful Haque,1,18,17,0,0,3.0,5.666666666666667
odi,Arshad Ali,2,96,101,1,0,16.0,6.3125
odi,Arshad Khan,7,339,258,8,0,56.5,4.566371681415929
odi,Arshdeep Singh,8,396,333,16,0,66.0,5.045454545454546
odi,Aryan Lakra,12,322,285,6,0,53.666666666666664,5.3105590062111805
odi,Asad Ali,4,183,120,2,0,30.5,3.9344262295081966
odi,Asad Shafiq,2,12,18,0,0,2.0,9.0
odi,Ashfaq Ahmed,6,199,166,4,0,33.166666666666664,5.0050251256281415
odi,Asif Ali,1,5,9,0,0,0.8333333333333334,10.799999999999999
odi,Asif Iqbal (1),1,24,33,0,0,4.0,8.25
odi,Asmavia Iqbal,25,1165,1019,27,0,194.16666666666666,5.248068669527897
odi,Avesh Khan,8,371,330,9,0,61.833333333333336,5.336927223719677
odi,Ayan Khan,33,1175,937,28,0,195.83333333333334,4.78468085106383
odi,Ayesha Zafar,1,27,18,0,0,4.5,4.0
odi,Azhar Ali,14,264,262,4,0,44.0,5.954545454545454
odi,Azhar Mahmood,10,407,324,6,0,67.83333333333333,4.776412776412776
