match_id,date,venue,city,match_type,team1,team2,toss_winner,toss_decision,winner,total_runs,total_wickets,total_balls,total_overs
1116056,2017-08-14,New Williamfield No1 Oval,Stirling,IT20,Netherlands,Scotland,Scotland,field,Scotland,225,8,228,38.0
1116060,2017-08-19,New Williamfield No1 Oval,Stirling,IT20,Netherlands,United States of America,United States of America,field,Netherlands,332,9,261,43.5
1116061,2017-08-18,New Williamfield No1 Oval,Stirling,IT20,Netherlands,Scotland,Scotland,field,Netherlands,240,13,267,44.5
1118916,2017-09-08,Wanderers Cricket Ground,Windhoek,IT20,Uganda,Namibia,Namibia,field,Uganda,173,15,264,44.0
1118917,2017-09-08,Wanderers Cricket Ground,Windhoek,IT20,Tanzania,Kenya,Kenya,field,Kenya,175,11,246,41.0
1118918,2017-09-09,Wanderers Cricket Ground,Windhoek,IT20,Tanzania,Uganda,Tanzania,bat,Uganda,157,10,225,37.5
1118919,2017-09-09,Wanderers Cricket Ground,Windhoek,IT20,Namibia,Zimbabwe,Namibia,bat,Zimbabwe,143,9,208,34.67
1118920,2017-09-10,Wanderers Cricket Ground,Windhoek,IT20,Kenya,Uganda,Uganda,field,Uganda,117,14,218,36.33
1118922,2017-09-12,Wanderers Cricket Ground,Windhoek,IT20,Zimbabwe,Kenya,Kenya,field,Zimbabwe,233,12,270,45.0
1118923,2017-09-12,Wanderers Cricket Ground,Windhoek,IT20,Tanzania,Namibia,Tanzania,bat,Namibia,205,9,243,40.5
1118924,2017-09-13,Wanderers Cricket Ground,Windhoek,IT20,Kenya,Namibia,Namibia,field,Kenya,216,17,260,43.33
1118925,2017-09-13,Wanderers Cricket Ground,Windhoek,IT20,Zimbabwe,Uganda,Uganda,field,Zimbabwe,263,8,260,43.33
1120537,2017-09-15,Wanderers Cricket Ground,Windhoek,IT20,Tanzania,Namibia,Namibia,field,Namibia,185,8,247,41.17
1120538,2017-09-15,Wanderers Cricket Ground,Windhoek,IT20,Kenya,Uganda,Uganda,field,Uganda,179,10,251,41.83
1120539,2017-09-16,Affies Park,Windhoek,IT20,Zimbabwe,Uganda,Zimbabwe,bat,Uganda,199,14,256,42.67
1121057,2017-11-20,Asian Institute of Technology Ground,Bangkok,IT20,Hong Kong,Malaysia,Hong Kong,bat,Hong Kong,119,17,240,40.0
1121058,2017-11-20,Terdthai Cricket Ground,Bangkok,IT20,United Arab Emirates,China,United Arab Emirates,bat,United Arab Emirates,64,3,65,10.83
1121059,2017-11-20,Terdthai Cricket Ground,Bangkok,IT20,Thailand,Nepal,Nepal,field,,100,6,149,24.83
1121060,2017-11-21,Asian Institute of Technology Ground,Bangkok,IT20,China,Malaysia,China,bat,Malaysia,67,13,152,25.33
1121062,2017-11-21,Terdthai Cricket Ground,Bangkok,IT20,United Arab Emirates,Thailand,Thailand,field,Thailand,69,5,89,14.83
1121063,2017-11-23,Asian Institute of Technology Ground,Bangkok,IT20,Hong Kong,China,Hong Kong,bat,Hong Kong,206,10,260,43.33
1121064,2017-11-23,Asian Institute of Technology Ground,Bangkok,IT20,United Arab Emirates,Nepal,United Arab Emirates,bat,United Arab Emirates,153,16,255,42.5
